Question,Answer
Đình làng Tri Chỉ có kiến trúc gì đặc biệt?,"Đình làng Tri Chỉ có kiến trúc kiểu chữ đinh, gồm 5 gian đại bái, 2 gian hậu cung với tổng diện tích là 278 m2. Đình được xây dựng trên một khoảng đất bằng phẳng, với diện tích trên 1.000 m2, ba mặt được bao bọc bởi một dải ao làng, bốn mùa soi bóng tre xanh. Đình còn bảo lưu được khá nhiều mảng chạm trổ lớn bằng gỗ tạo nên giá trị khoa học và thẩm mỹ."
Đình làng Tri Chỉ đã qua bao nhiêu lần tu sửa?,"Đình Tri Chỉ đã trải qua nhiều lần trùng tu. Lần đại tu lớn nhất vào năm 2009, nâng cấp toàn bộ phần mái và mặt tiền. Hiện nay, đình to hơn trước, có kiến trúc như ban đầu xây dựng."
"Đình làng Tri Chỉ có những bảo vật, hiện vật quý giá nào?","Đình làng Tri Chỉ còn lưu giữ được nhiều di vật có giá trị. Trong cuốn ngọc phả của đình hiện đang lưu giữ tại Trung tâm Nghiên cứu Khoa học và Nhân văn Quốc gia có ghi: Đình Tri Chỉ thờ Khoan Khoáng đại vương. Đình làng Tri Chỉ là điểm văn hóa tâm linh, được người dân địa phương giữ gìn và bảo tồn xứng đáng là di tích lịch sử quốc gia."
Chi tiết về lễ hội đình làng Tri Chỉ?,"Tôi xin lỗi, thông tin về lễ hội đình làng Tri Chỉ không có trong đoạn văn bản này."
Chùa Linh Thông tọa lạc tại vị trí nào?,"Chùa Linh Thông cách trung tâm xã Minh Quân 2,5 km, cách huyện Trấn Yên 27 km, cách trung tâm tỉnh Yên Bái 18 km. Di tích nằm kề ngay Quốc lộ 32C. Nếu từ trung tâm tỉnh lỵ Yên Bái đi xuống, Chùa nằm về phía tay phải, ngược lại từ Phú Thọ đi lên Chùa nằm về phía tay trái."
Chùa Linh Thông được công nhận là di tích lịch sử cấp nào?,Chùa Linh Thông được công nhận là Di tích lịch sử cách mạng cấp tỉnh. Quyết định này được ban hành theo Quyết định số 395/QĐ-UBND ngày 25/6/2006 của Ủy ban nhân dân tỉnh Yên Bái.
Chùa Linh Thông thờ ai?,"Tôi xin lỗi, thông tin này không có trong tài liệu."
Chùa Linh Thông được xây dựng từ vật liệu nào?,"Chùa Linh Thông được tạo dựng từ lâu đời bằng gỗ lim khang trang, rộng rãi với những đường nét chạm khắc công phu."
"Chùa Linh Thông có những gian, tòa nào?","Tôi xin lỗi, thông tin này không có trong tài liệu."
Những sự kiện lịch sử quan trọng nào đã diễn ra tại chùa Linh Thông?,"Chùa Linh Thông là điểm kết nối mọi hoạt động quan trọng của vùng chiến khu Vần - Hiền Lương, là hậu cứ quan trọng, là nơi triệu tập những cuộc họp quyết định việc mở rộng lực lượng, khởi nghĩa vũ trang, giành chính quyền ở địa phương. Chùa còn là nơi cất giấu vũ khí, nuôi giấu hàng trăm cán bộ cách mạng trong những năm tháng nóng bỏng đó. Chùa Linh Thông có nhiều đóng góp cho cách mạng, góp phần làm nên Mùa thu cách mạng năm 1945 trên quê hương Yên Bái."
"Chi tiết về các bảo vật, hiện vật tại chùa Linh Thông?","Bảo tàng tỉnh hiện đang lưu giữ những hiện vật từ Chùa Linh Thông. Chùa Linh Thông được tạo dựng từ lâu đời bằng gỗ lim khang trang, rộng rãi với những đường nét chạm khắc công phu. Chùa Linh Thông là điểm quan trọng ngày tiền khởi nghĩa."
Chùa Tháp Hắc Y có tên gọi khác là gì?,"Chùa Tháp Hắc Y còn được biết đến với tên gọi là miếu Hắc Y. Trước đây, chùa nằm trên đỉnh núi Vua Áo Đen. Kiến trúc của chùa rất độc đáo, phản ánh rõ nét dấu ấn tồn tại trong quá khứ."
Chùa Tháp Hắc Y có kiến trúc gì đặc biệt?,"Chùa Tháp Hắc Y có kiến trúc độc đáo, phản ánh rõ nét dấu ấn tồn tại trong quá khứ. Đây là ngọn tháp thời Trần đầu tiên được khám phá với kiến trúc dạng mái cong. Thân tháp được trang trí phong phú với lớp hoa văn đa dạng và tinh tế, cùng với kỹ thuật tạo hoa văn trang trí độc đáo cho từng tầng tháp và bệ thủy ba."
Chùa Tháp Hắc Y tọa lạc tại vị trí nào?,"Chùa Tháp Hắc Y nằm trên đỉnh núi Vua Áo Đen. Quần thể di tích Chùa Tháp Hắc Y - Đền Đại Cại tọa lạc tại tỉnh lộ 134, xã Tân Lĩnh, huyện Lục Yên, cách thành phố Yên Bái 80km."
Chùa Tháp Hắc Y được xây dựng từ vật liệu nào?,"Chùa Tháp Hắc Y được xây dựng từ đất nung. Kiến trúc của chùa này rất độc đáo, phản ánh rõ nét dấu ấn tồn tại trong quá khứ. Thân tháp được trang trí một cách phong phú với lớp hoa văn đa dạng và tinh tế."
Đền Đại Cại thờ ai?,"Đền Đại Cại thờ bà Vũ Ngọc Anh, một nữ tướng thời Hậu Lê. Bà là một nữ tướng có uyên bác về cả văn và võ, được triều đình phong chức Tổng binh và sau này được vua tôn thờ làm nữ tướng. Ngoài bà Vũ Ngọc Anh, Đền Đại Cại còn thờ hai anh em Vũ Văn Mật và Vũ Văn Uyển - hai nhà lãnh đạo có công lớn trong cuộc kháng chiến chống lại quân Mạc."
Đền Đại Cại được xây dựng từ vật liệu nào?,"Đền Đại Cại được xây dựng từ gỗ tứ thiết theo kiểu chữ Đinh. Mặc dù sử dụng vật liệu gỗ quý hiếm, nghệ thuật kiến trúc của đền vẫn giản dị."
Chi tiết về lễ hội Đền Đại Cại?,"Lễ hội Đền Đại Cại được tổ chức hàng năm vào rằm tháng giêng, kéo dài trong hai ngày, gồm phần lễ và phần hội. Phần lễ tưởng nhớ công lao của các vị danh nhân và cầu mong mùa màng tươi tốt, sự an khang thịnh vượng. Phần hội có nhiều hoạt động như văn nghệ, thể thao, trò chơi dân gian, tạo kỷ niệm đáng nhớ cho người tham gia."
Chùa Tháp Hắc Y có ảnh hưởng như thế nào đến cộng đồng địa phương?,Chùa Tháp Hắc Y là một công trình văn hóa tâm linh quan trọng đối với người dân địa phương. Nó là một nơi giao lưu văn hóa giữa các dân tộc trong vùng. Khách hành hương và con nhang đệ tử phần đông là dân Yên Bình.
Đền Đại Cại được xây dựng từ khi nào?,"Đền Đại Cại được xây dựng từ hơn 300 năm trước. Hàng năm, cư dân tại đây tổ chức lễ hội Đền Đại Cại diễn ra trong hai ngày. Ngày lễ chính diễn ra vào rằm tháng giêng, gồm hai phần là phần lễ và phần hội."
Đền Thác Bà có tên gọi khác là gì?,"Đền Thác Bà còn có tên gọi khác là Đền Mẫu Thác Bà. Đền Thác Bà nằm ở thị trấn Thác Bà, huyện Yên Bình, tỉnh Yên Bái. Đền Thác Bà được công nhận là Di tích lịch sử - văn hóa cấp tỉnh."
Đền Thác Bà tọa lạc tại vị trí nào?,"Đền Thác Bà nằm trên núi Hoàng Thi ở độ cao 70m so với chân núi. Đền thuộc thị trấn Thác Bà, huyện Yên Bình, tỉnh Yên Bái. Đền quay theo hướng Đông Bắc dựa lưng vào núi, nhìn ra sông Chảy."
Đền Thác Bà thờ ai?,"Đền Thác Bà thờ Thánh Mẫu Thác Bà, Tam Phủ, và các Hoàng Cô Hoàng Cậu. Gian hậu cung thờ Mẫu Thác Bà và Tam Tòa Thánh Mẫu. Ở cung chính tâm thờ Tam Phủ: Đức Ngọc Hoàng, quan Nam Tào, quan Bắc Đẩu và Ngũ Vị Tôn Ông."
"Đền Thác Bà có những gian, tòa nào?","Đền Thác Bà có 5 gian đại bái, 3 gian trung cung và 3 gian hậu cung. Đền có kiến trúc mặt bằng kiểu “nội đinh, ngoại nhất” qua cổng tam quan 2 tầng 4 mái tới sân đền lát gạch vuông rồi vào tiền tế (5 gian). Sau đó đến toà trung tế 3 gian nằm song song và kề bờ mái với toà tiền tế, trong là hậu cung 3 gian nối với trung tế theo hình chữ “đinh”."
Chi tiết về lễ hội đền Thác Bà?,"Lễ hội đền Mẫu Thác Bà có 3 lễ hội chính: Lễ hội mùa xuân ngày mùng 9 tháng Giêng, lễ hội mùa hè ngày 17 tháng 5 và lễ hội mùa thu ngày 10 tháng 10 (âm lịch), trong đó lễ hội xuân là lễ hội lớn nhất. Từ đêm ngày mùng 8 tháng Giêng đã có lễ nấu và đánh chè kho nguyên liệu là đỗ. Lễ hội đền Thác Bà là nơi giao lưu văn hóa giữa các dân tộc trong vùng."
Đền Thác Bà có ảnh hưởng như thế nào đến cộng đồng địa phương?,"Đền Thác Bà là một công trình văn hóa tâm linh quan trọng, nơi người dân và du khách hành hương đến cầu bình an. Lễ hội đền mẫu Thác Bà làm sống động thêm đời sống văn hóa của người dân vùng hạ lưu sông Chảy và là nơi giao lưu văn hóa giữa các dân tộc trong vùng. Đền còn là điểm đến hấp dẫn để khám phá cảnh quan sinh thái của Hồ Thác Bà."
Đền Thác Bà đạt di tích lịch sử cấp nào?,"Đền Thác Bà được công nhận là Di tích lịch sử - văn hóa cấp tỉnh. Quyết định này được ban hành theo Quyết định số 701/QĐ-UBND vào ngày 28/12/2004 của Ủy ban nhân dân tỉnh Yên Bái. Đền tọa lạc tại thị trấn Thác Bà, huyện Yên Bình, tỉnh Yên Bái."
Đền Nhược Sơn có tên gọi khác là gì?,"Đền Nhược Sơn còn được người dân địa phương gọi bằng những tên khác như Loòng Mẹac và Tại Mẹac. Đền Nhược Sơn nằm ở thôn Ngọc Châu, xã Châu Quế Hạ. Đền thờ võ tướng Hà Chương, một nhân vật lịch sử có công trấn giữ biên cương phía Bắc."
Đền Nhược Sơn tọa lạc tại vị trí nào?,"Đền Nhược Sơn thuộc thôn Ngọc Châu, xã Châu Quế Hạ. Nó nằm bên bờ sông Hồng, cách thị trấn Mậu A, huyện Văn Yên (Yên Bái) chừng 41 km theo đường tỉnh lộ 151."
Đền Nhược Sơn thờ ai?,Tôi không biết. Các đoạn văn bản được cung cấp không chứa thông tin về việc đền Nhược Sơn thờ ai. Các đoạn văn bản chỉ đề cập đến đền Nhược Sơn và đền Kỳ Sầm.
Đền Nhược Sơn tổ chức lễ hội vào ngày nào?,"Đền Nhược Sơn đã khôi phục hoạt động lễ hội trong hai năm qua và thu hút ngày càng nhiều du khách. Người dân địa phương còn gọi đền Nhược Sơn bằng những tên gọi khác như Loòng Mẹac, Tại Mẹac. Không có thông tin về ngày cụ thể tổ chức lễ hội đền Nhược Sơn trong đoạn văn này."
Đền Nhược Sơn đạt di tích lịch sử cấp nào?,"Đền Nhược Sơn được xếp hạng Di tích cấp Quốc gia năm 2006. Đền Nhược Sơn nằm ở thôn Ngọc Châu, xã Châu Quế Hạ. Đền thờ võ tướng Hà Chương."
Chi tiết về lễ hội đền Nhược Sơn?,"Đền Nhược Sơn đã khôi phục hoạt động lễ hội trong hai năm qua và thu hút ngày càng nhiều du khách. Đền Nhược Sơn còn được người dân địa phương gọi là Loòng Mẹac, Tại Mẹac. Không có thông tin chi tiết về các nghi lễ được cung cấp trong tài liệu."
Những sự kiện lịch sử quan trọng đã diễn ra tại đền Nhược Sơn?,"Vào tháng Hai năm 1287, hơn 30 vạn quân Nguyên Mông tiến đánh nước ta. Đạo quân Nguyên Mông do Nạt Tốc Lạt Đinh chỉ huy khi tháo chạy qua địa phận Phù Ninh đã bị quân dân đánh tan. Đền Nhược Sơn là nơi thờ võ tướng Hà Chương, người có công trấn giữ biên cương phía Bắc và góp phần vào chiến thắng của dân tộc."
Đền Đông Cuông có tên gọi khác là gì?,Đền Đông Cuông còn được gọi là đình Đông Cuông. Giáo sư Trần Lâm Biền và Trần Quốc Vượng cũng gọi như vậy. Đền Đông Cuông cũng được gọi là đình của người Tày Khao.
Đền Đông Cuông được xây dựng từ khi nào?,"Đền Đông Cuông đã tồn tại từ lâu đời và được phát triển từ một Miếu cổ thuộc trung tâm trại Quy Hóa thời Trần. Các thư tịch cổ như Kiến văn tiểu lục, Đại Nam thống nhất chí đều có ghi chép về ngôi Đền Đông Cuông này. Đền Đông Cuông sơ khởi là Miếu thờ Đông Quang công chúa do các dòng họ Hà, Hoàng là người Tày Khao sáng lập."
Đền Đông Cuông tọa lạc tại vị trí nào?,"Đền Đông Cuông tọa lạc tại xã Đông Cuông, huyện Văn Yên, tỉnh Yên Bái. Đền nằm sát bên bờ sông Hồng. Xung quanh đền là đồng ruộng và núi rừng bao bọc."
Đền Đông Cuông thờ ai?,"Đền Đông Cuông thờ Đông Quang công chúa, quan Thống Chế Đại vương và Ngũ Vị Tiên Ông của người Tày. Tượng thờ được đặt trong đền và coi đền là đình của họ. Đền Đông Cuông cũng được coi là đình của người Tày Khao."
Đền Đông Cuông được xây dựng từ vật liệu nào?,"Ban đầu, đền Đông Cuông được dựng lại bằng vật liệu tranh tre, nứa lá. Sau đó, năm 1995, đền được xây dựng lại trên nền cũ."
"Đền Đông Cuông có những gian, tòa nào?","Tôi xin lỗi, thông tin này không có trong tài liệu."
Chi tiết về lễ hội đền Đông Cuông?,"Hàng năm, ngoài tuần rằm mùng một, tứ thời bát tiết Đền Đông Cuông có 2 Lễ chính, ngày Mão tháng Giêng, ngày Mão tháng Chín mổ trâu đen. Ba năm một lần lễ hội lớn. Tiếng hát then, hát cọi, khèn bè, tiếng reo hò, kéo co, ném còn thắng cuộc, cờ bay trước gió, khiến cho cả vùng trở lên tưng bừng náo nhiệt, cuối hội nam nữ các bản làng xã tổ chức hát giã hội chia tay hẹn hò hội xuân tới gặp lại."
Đình Lương Nham có tên gọi khác là gì?,Đình Lương Nham còn có tên gọi khác là Đình Trắng. Đình Lương Nham được Ủy ban nhân dân tỉnh Yên Bái công nhận là Di tích lịch sử - văn hóa cấp tỉnh theo Quyết định số 460/QĐ-UBND.
Đình Lương Nham được xây dựng từ khi nào?,"Đình Lương Nham được tạo dựng từ thế kỷ XVII. Đình còn bảo lưu được tương đối nguyên vẹn kiểu thức kiến trúc thời Hậu Lê. Đình thờ danh tướng Lân Hổ, có công đánh giặc Nguyên Mông ở thế kỷ XIII."
Đình Lương Nham có kiến trúc gì đặc biệt?,"Đình Lương Nham kết cấu hình chữ nhất quay theo hướng Nam, 4 xung quanh là vườn của Đình. Đình có 3 gian, được xây bằng vữa tam hợp (mật, cát và vôi), lợp ngói đỏ. Mỗi gian có diện tích là 18m2, cung thờ được thiết lập ở gian trong cùng hướng mặt ra cửa chính."
Đình Lương Nham tổ chức lễ hội vào ngày nào?,"Đình Lương Nham tổ chức lễ thay mũ, áo vào ngày 11 tháng 12 âm lịch. Lễ này được tổ chức cho 5 vị đại vương. Cỗ bàn trong lễ này tùy dụng."
Đình Lương Nham đã qua bao nhiêu lần tu sửa?,"Tôi xin lỗi, thông tin này không có trong tài liệu."
Diện tích của Đình Lương Nham là bao nhiêu?,"Tổng diện tích quy hoạch của Đình Lương Nham là 25.424,6m2. Trong đó, diện tích khu vực 1 là: 617,8m2, diện tích khu vực 2 là: 24.806,8m2. Khu vực 2 của Đình Lương Nham có phía Bắc giáp tràn ruộng Đồng Cút, phía Nam giáp đường 7C, phía Đông giáp đường Lương Yên."
Đình Lương Nham tọa lạc tại vị trí nào?,"Đình Lương Nham (Đình Trắng) tọa lạc tại phường Yên Thịnh, thành phố Yên Bái, tỉnh Yên Bái. Đình cách trung tâm thành phố Yên Bái 4 km. Để đến được di tích, du khách có thể di chuyển bằng đường bộ."
Đình Lương Nham thờ ai?,"Đình Lương Nham thờ 8 vị đại vương làm Thành hoàng. Đình thờ 3 vị Thánh vương ở tòa trên cùng, tam vị đại vương ở tòa giữa, và Thái tử Nguyễn Công Rước cùng công chúa Quế Hoa ở tòa dưới cùng. Ngoài ra, Đình còn thờ Đức Thánh Trần và bát hương sơn thần."
Từng gian ở Đình Lương Nham thờ ai?,"Tòa trên cùng thờ 3 vị Thánh vương là: Đột Ngột Cao Sơn Thánh Vương, Cao Sơn Bảo Hưng Thánh Vương, Cao Sơn Nông Cả Thánh Vương. Tòa giữa thờ tam vị đại vương: Thạch Linh Đại Vương, Thổ Lệnh Đại Vương, Hồng Dũng Đại Vương. Tòa dưới cùng thờ Thái tử Nguyễn Công Rước và công chúa Quế Hoa."
Đình Lương Nham được xây dựng từ vật liệu nào?,"Đình Lương Nham được xây bằng vữa tam hợp (mật, cát và vôi), lợp ngói đỏ. Đình có 3 gian, mỗi gian có diện tích là 18m2. Đình Lương Nham kết cấu hình chữ nhất quay theo hướng Nam, 4 xung quanh là vườn của Đình."
"Đình Lương Nham có những gian, tòa nào?","Đình Lương Nham có 3 gian, được xây bằng vữa tam hợp và lợp ngói đỏ. Đình có 3 tòa, tòa trên cùng thờ 3 vị Thánh vương, tòa giữa thờ tam vị đại vương, và tòa dưới cùng thờ Thái tử Nguyễn Công Rước và công chúa Quế Hoa. Ngoài ra, ở phía bên phải hậu cung thờ Đức Thánh Trần và bên dưới tòa thứ 3 là bát hương sơn thần."
Chi tiết về lễ hội Đình Lương Nham?,"Lễ hội Đình Lương Nham khá phong phú gắn với thần sắc thần tích của các vị Thành hoàng. Có các hoạt động như tế lễ, rước cờ, ca hát và các trò chơi. Ngày 11 tháng 12 âm lịch làm lễ thay mũ, áo, thay chiếu cho 5 vị đại vương."
Đình Lương Nham có ảnh hưởng như thế nào đến cộng đồng địa phương?,"Đình Lương Nham rất linh thiêng và luôn có khách thập phương đến chiêm bái. Đình Lương Nham trước kia đặt ở khu Đồng Ngật, làng Lương Nham, tổng Bách Lẫm, huyện Trấn Yên, tỉnh Yên Bái. Đình Lương Nham hiện còn 4 chữ Hán đại tự trên nóc Đình là: ""Chiêm giả khởi kính"", nghĩa là: Ngưỡng vọng đức lớn của Thần, dấy lên lòng kính."
Chùa Linh Quang tọa lạc tại vị trí nào?,"Chùa Linh Quang nằm trên đồi Tông Khao, xã Thanh Nưa, huyện Điện Biên, tỉnh Điện Biên. Chùa cách trung tâm thành phố Điện Biên khoảng 5km. Để đến chùa, bạn đi về phía bờ kênh Độc Lập, vừa ra khỏi thành phố, chạm tới Thanh Nưa, nhìn về phía núi non bên tay trái."
Chùa Linh Quang cách trung tâm thành phố Điện Biên bao xa?,"Chùa Linh Quang cách trung tâm thành phố Điện Biên chừng 5km. Chùa nằm trên đồi Tông Khao, xã Thanh Nưa, huyện Điện Biên, tỉnh Điện Biên. Vừa ra khỏi thành phố, chạm tới Thanh Nưa, nhìn về phía núi non bên tay trái là gặp ngay chùa."
Chùa Linh Quang có kiến trúc gì đặc biệt?,"Chùa Linh Quang nổi bật với sự giản dị và không gian xanh mát. Quanh khu vực tam bảo là con đường nhỏ dẫn lối chỉ rộng khoảng 1m, uốn lượn, mềm như dải lụa. Chùa không có nhiều cây quý hiếm mà chỉ có những loài cây dân dã, thân quen."
"Chùa Linh Quang có những gian, tòa nào?","Chùa Thiên Quang làm theo kiểu “nội công ngoại quốc” gồm các nhà: Tiền đường, thiêu hương, tam bảo, ở phía trước là dãy hành lang, nhà Tổ ở phía sau. Trước sân chùa có hai tháp sư hình trụ 4 tầng; một gác chuông được xây dựng vào thế kỷ XVII gồm ba gian, hai tầng mái. Trên gác chuông có treo quả chuông đúc vào thời Hậu Lê."
Chùa Linh Quang được xây dựng từ vật liệu nào?,"Chùa Linh Quang không nhiều các loài cây quý hiếm mà chỉ có những loài cây dân dã, thân quen của các vùng miền. Chùa Linh Quang cuốn hút bởi không gian thanh tịnh. Tới đây, người ta thấy được sự hài hòa với thiên nhiên, dưỡng tâm hướng sống thiền, sống đạo trong tương quan nhân giới và nhiên giới."
Những sự kiện lịch sử quan trọng đã diễn ra tại chùa Linh Quang?,"Trước Cách mạng Tháng Tám năm 1945, chùa Linh Quang là nơi cán bộ Việt Minh gặp gỡ, bàn chuyện đánh Pháp, đuổi Nhật. Ngày 16-8-1945, đồng chí Võ Nguyên Giáp đã chọn chùa Linh Quang làm ""đại bản doanh"" khi đưa quân chủ lực từ Tân Trào sang giải phóng thị xã Thái Nguyên."
Chùa Linh Quang có ảnh hưởng như thế nào đến cộng đồng địa phương?,"Chùa Linh Quang góp phần tạo nên một trung tâm văn hóa phục vụ nhu cầu tín ngưỡng của người dân tỉnh Điện Biên. Ngôi chùa cuốn hút bởi không gian thanh tịnh, hài hòa với thiên nhiên, giúp mọi người tìm thấy sự an yên trong tâm hồn. Bất cứ ai mong muốn tìm chữ an yên trong tâm hồn, gột rửa những muộn phiền của cuộc sống thường nhật đều có thể tìm về đây."
Đền thờ Hoàng Công Chất tọa lạc tại vị trí nào?,"Đền thờ Hoàng Công Chất nằm trong thành lũy Thành Bản Phủ, cách thành phố Điện Biên khoảng 15 km, thuộc xã Noong Hẹt, huyện Điện Biên. Thành Bản Phủ do Hoàng Công Chất xây dựng là thủ phủ cho nghĩa quân vào thế kỷ 17, dựa trên nền cũ của Thành Sam Mứn xây từ thế kỷ thứ 10. Ngôi đền linh thiêng này sở hữu kiến trúc đẹp, qua bao năm càng toát lên dáng vẻ cổ kính, thanh tịnh."
Đền thờ Hoàng Công Chất thờ ai?,"Đền thờ Hoàng Công Chất được xây dựng để thờ ông Hoàng Công Chất và các vị tướng lĩnh. Ông vốn là một nông dân nghèo ở Thái Bình nhưng có lòng yêu nước sâu sắc. Ông đã dựng cờ khởi nghĩa chống chúa Trịnh, mong muốn cứu dân và xây dựng cuộc sống tốt đẹp cho người dân."
Đền thờ Hoàng Công Chất được xây dựng từ vật liệu nào?,"Tôi xin lỗi, thông tin này không có trong văn bản. Văn bản chỉ cung cấp thông tin về lịch sử và ý nghĩa của đền thờ Hoàng Công Chất."
"Đền thờ Hoàng Công Chất có những gian, tòa nào?","Đền thờ Hoàng Công Chất được chia thành 2 gian khi mới xây dựng và sau này được xây dựng thành 5 gian. Gian tiền đường có hai bức tượng hộ pháp cao lớn uy nghi, bố trí hai bên tả hữu. Dọc hai bên hành lang gian trung đường có đặt hệ thống tượng thập bát La Hán, bên trong là bệ tượng nghìn tay, nghìn mắt."
Chi tiết về các lần tu sửa của Đền thờ Hoàng Công Chất?,"Năm 2004, UBND huyện Điện Biên đã kết hợp cùng các cơ quan, ban ngành tiến hành trùng tu tôn tạo cả đền thờ Hoàng Công Chất và Thành Bản Phủ nhưng vẫn giữ trọn vẹn vẻ đẹp nguyên sơ. Ngoài ra còn xây dựng thêm cổng thành, ao sen, bờ kè, kỳ đài, vọng gác,… để tạo nên quần thể du lịch tâm linh chỉn chu, bề thế. Khi mới xây dựng, đền thờ Hoàng Công Chất lợp cỏ tranh, chia thành 2 gian."
Chi tiết về lễ hội Đền thờ Hoàng Công Chất?,"Hàng năm, tại đền thờ Hoàng Công Chất diễn ra ngày hội cúng tế tổ chức rất long trọng. Lễ hội này thể hiện lòng biết ơn của thế hệ sau dành cho vị tướng lĩnh tài giỏi, yêu nước."
Những sự kiện lịch sử quan trọng nào đã diễn ra tại Đền thờ Hoàng Công Chất?,"Đền thờ Hoàng Công Chất là một chứng tích lịch sử về quá trình đấu tranh chống giặc ngoại xâm của dân ta nơi biên cương tổ quốc. Hoàng Công Chất đã dựng cờ khởi nghĩa chống chúa Trịnh, mong muốn cứu dân và xây dựng cuộc sống tốt đẹp cho người dân. Ông còn có công lao trong chiến tranh giải phóng Mường Thanh – Điện Biên khỏi giặc Phẻ."
Đền thờ Hoàng Công Chất có ảnh hưởng như thế nào đến cộng đồng địa phương?,"Đền thờ Hoàng Công Chất là một chứng tích lịch sử về quá trình đấu tranh chống giặc ngoại xâm của dân ta nơi biên cương tổ quốc. Nơi này đã trở thành một điểm đến quan trọng của Điện Biên, thu hút nhiều du khách. Năm 2004, UBND huyện Điện Biên đã kết hợp cùng các cơ quan, ban ngành tiến hành trùng tu tôn tạo cả đền thờ Hoàng Công Chất và Thành Bản Phủ."
