Question,Answer
"Chùa Thuần Lương có những gian, tòa nào?","Chùa Thuần Lương có ngôi tam bảo, nhà thờ mẫu, giảng đường, trai đường, khu vực bể cá koi và bức tượng Quán Thế Âm Bồ Tát, 5 khu vực thánh tích."
Chi tiết về các lần tu sửa?,"Chùa Thuần Lương đã qua nhiều lần tôn tạo và xây mới, cơ sở vật chất trong chùa đã khang trang hơn rất nhiều. Khu vực giảng đường và trai đường được xây dựng mới hoàn toàn."
"Chi tiết về các bảo vật, hiện vật?",Chùa Thuần Lương có bức tượng Quán Thế Âm Bồ Tát đứng cao 16m và bức tượng Phật nhập niết bàn lớn nhất của tỉnh Thái Nguyên.
"Chùa Thuần Lương có những gian, tòa nào?","Chùa Thuần Lương có ngôi tam bảo, nhà thờ mẫu, giảng đường, trai đường."
Chùa Đán tọa lạc tại vị trí nào?,"Chùa Đán nằm cách trung tâm thành phố Thái Nguyên khoảng 5km về phía Tây, thuộc địa phận xóm Chùa, phường Thịnh Đán."
Chùa Đán thờ ai?,Bên trong nhà Tam Bảo được bày thờ nhiều tượng Phật phục vụ nhu cầu tín ngưỡng của nhân dân trong vùng.
"Chùa Đán có những gian, tòa nào?","Chùa gồm một số hạng mục công trình: Nhà Tam Bảo, nhà thờ Tổ, cung mẫu, nhà sàn tưởng niệm Đại tướng Võ Nguyên Giáp."
Những sự kiện lịch sử quan trọng đã diễn ra tại chùa Đán?,"Trước Cách mạng Tháng Tám năm 1945, chùa Đán là nơi cán bộ Việt Minh gặp gỡ, bàn chuyện đánh Pháp, đuổi Nhật. Ngày 16-8-1945, đồng chí Võ Nguyên Giáp đưa quân chủ lực đến chùa Đán làm ""đại bản doanh"". Ngày 19/8/1945, đồng chí Võ Nguyên Giáp thay mặt Bộ Chỉ huy Quân Giải phóng và Ủy ban Khởi nghĩa toàn quốc cùng đồng chí Trần Đăng Ninh và cán bộ chỉ huy bàn và thông qua kế hoạch tác chiến đánh Nhật trong tỉnh lị Thái Nguyên. Tối 19/8/1945, đồng chí Võ Nguyên Giáp đã triệu tập cuộc họp để thành lập Ban Tỉnh ủy lâm thời. 24 giờ cùng ngày, Chi đội Quân Giải phóng xuất phát từ chùa Đán tiến vào tỉnh lị Thái Nguyên, cùng quân dân trong tỉnh lị bao vây quân Nhật, khởi nghĩa giành chính quyền thắng lợi."
Chùa Đán đạt di tích lịch sử cấp nào?,Chùa Đán đã được xếp hạng di tích lịch sử cấp Quốc gia năm 2011.
Chi tiết về các lần tu sửa của chùa Đán?,"Năm 1993, nhân dân trong vùng đã cùng nhau phát tâm công đức, đóng góp dựng lại một ngôi chùa tạm ngay trên nền đất của chùa cũ, gồm 3 gian nhà cột tre, mái lợp ngói. Đến năm 2002, các tăng ni, phật tử và người dân trong vùng tự nguyện góp của, góp công để xây dựng lại chùa theo lối kiến trúc cổ phương Đông."
Ai là người trụ trì chùa Đán?,Sư thầy Thích Đạo Quảng là trụ trì chùa Đán.
Di tích lịch sử Núi Văn – Núi Võ tọa lạc tại vị trí nào?,"Di tích lịch sử Quốc gia Núi Văn – Núi Võ nằm dưới chân dãy núi Tam Đảo, thuộc địa phận hai xã Văn Yên và Ký Phú, huyện Đại Từ, tỉnh Thái Nguyên."
Di tích lịch sử Núi Văn – Núi Võ thờ ai?,Di tích lịch sử Núi Văn – Núi Võ là nơi thờ Tướng quốc Tể tướng Lưu Nhân Chú.
Di tích lịch sử Núi Văn – Núi Võ đạt di tích lịch sử cấp quốc gia năm nào?,"Di tích đã được Bộ Văn hóa, Thể thao và Du lịch xếp hạng di tích Quốc gia năm 1981."
"Di tích lịch sử Núi Văn – Núi Võ có những gian, tòa nào?","Đền thờ chính, sân lễ hội, nhà tả vu, hữu vu, nhà khách, vườn hoa, cổng, đường vào ..."
Chi tiết về lễ hội tại di tích lịch sử Núi Văn – Núi Võ?,"Hằng năm vào ngày mùng 4 tháng Giêng tại di tích vẫn diễn ra lễ hội tưởng nhớ, tôn vinh vị anh hùng Lưu Nhân Chú."
Những sự kiện lịch sử quan trọng đã diễn ra tại di tích lịch sử Núi Văn – Núi Võ?,"Đây là nơi Lưu Nhân Chú cùng cha là Lưu Trung và em rể Phạm Cuống đã chiêu mộ người tài, tập hợp những người yêu nước, xây dựng quân đội ra sức luyện tập binh mã chuẩn bị đánh giặc cứu nước."
Vị Lưu Nhân Chú được mô tả như thế nào?,Vị danh tướng Lưu Nhân Chú nổi danh về tài hoa và tinh thần dũng cảm dưới cờ đại nghĩa trong cuộc khởi nghĩa Lam Sơn chống giặc Minh do Lê Lợi lãnh đạo thế kỷ XV.
Đền Đuổm tọa lạc tại vị trí nào?,"Đền Đuổm nằm bên quốc lộ 3, thuộc địa phận xã Động Đạt (huyện Phú Lương), cách thành phố Thái Nguyên 25km về phía tây bắc. Đền nằm dưới chân núi Đuổm."
Đền Đuổm thờ ai?,Đền Đuổm thờ Dương Tự Minh.
Từng gian ở đền Đuổm thờ ai?,"Đền Hạ là nơi thờ hai công chúa Diên Bình và Thiều Dung; đền Trung là nơi thờ danh nhân Dương Tự Minh, và đền Thượng là nơi thờ thân mẫu của ông."
Đền Đuổm được xây dựng từ khi nào?,Đền Đuổm được xây dựng từ thế kỷ XII.
Đền Đuổm đã qua bao nhiêu lần tu sửa?,Đền Đuổm đã qua nhiều lần trùng tu.
"Đền Đuổm có những gian, tòa nào?","Các hạng mục chính gồm lầu chuông, đền Hạ, đền Trung, đền Thượng."
Chi tiết về lễ hội đền Đuổm?,"Hằng năm, từ ngày 6 đến ngày 8 tháng Giêng, huyện Phú Lương lại tổ chức Lễ hội đền Đuổm để tưởng nhớ công lao của Dương Tự Minh."
Đền Đuổm tổ chức lễ hội vào ngày nào?,Từ ngày 6 đến ngày 8 tháng Giêng.
Đền Đuổm đạt di tích lịch sử cấp nào?,Đền Đuổm đã được xếp hạng Di tích quốc gia từ năm 1993.
Đền Đuổm có ảnh hưởng như thế nào đến cộng đồng địa phương?,"Hiện nay, đền Đuổm là điểm sáng về du lịch của huyện Phú Lương và tỉnh Thái Nguyên."
Đền Đuổm thờ ai?,Đền Đuổm thờ Dương Tự Minh - một thủ lĩnh người Tày và là vị quan dưới triều Lý.
Cụm di tích Đình - đền - chùa Cầu Muối tọa lạc tại vị trí nào?,"Cụm di tích Đình - đền - chùa Cầu Muối tọa lạc tại trung tâm xóm Cầu Muối, xã Tân Thành (Phú Bình)."
Cụm di tích Đình - đền - chùa Cầu Muối được xây dựng từ khi nào?,"Đình, đền, chùa Cầu Muối được xây dựng vào khoảng 300 năm trước, dưới thời Hậu Lê."
Cụm di tích Đình - đền - chùa Cầu Muối xây dựng vào thời đại nào?,Cụm di tích Đình - đền - chùa Cầu Muối được xây dựng dưới thời Hậu Lê.
Cụm di tích Đình - đền - chùa Cầu Muối thờ ai?,"Đình Cầu Muối thờ Thành Hoàng Cao Sơn Quý Minh Đại Vương (tức Dương Tự Minh), chùa Cầu Muối thờ Phật, đền Công Đồng thờ Mẫu Liễu Hạnh và đền Thượng thờ Mẫu Thượng Ngàn."
Từng gian ở Cụm di tích Đình - đền - chùa Cầu Muối thờ ai?,"Đình Cầu Muối thờ Thành Hoàng Cao Sơn Quý Minh Đại Vương (tức Dương Tự Minh), chùa Cầu Muối thờ Phật, đền Công Đồng thờ Mẫu Liễu Hạnh và đền Thượng thờ Mẫu Thượng Ngàn."
"Cụm di tích Đình - đền - chùa Cầu Muối có những gian, tòa nào?","Cụm di tích Đình - đền - chùa Cầu Muối bao gồm đình Cầu Muối, chùa Cầu Muối, đền Công Đồng và đền Thượng."
Chi tiết về các lần tu sửa của Cụm di tích Đình - đền - chùa Cầu Muối?,"Từ năm 2022 đến nay, Ban Quản lý Di tích đã đầu tư trên 3 tỷ đồng để sửa chữa, nâng cấp các tuyến đường giao thông đến Khu di tích, quán bán hàng phục vụ lễ hội và các công trình khác."
Những sự kiện lịch sử quan trọng đã diễn ra tại Cụm di tích Đình - đền - chùa Cầu Muối?,"Năm 1948, đình, chùa Cầu Muối là nơi dạy chữ quốc ngữ, xóa nạn mù chữ cho nhân dân địa phương. Năm 1951, Cụm di tích còn là nơi cất giấu lương thực của huyện Phú Bình; nơi đóng quân của Đại đoàn 308 trong kháng chiến chống thực dân Pháp và Sư đoàn 304 trong kháng chiến chống đế quốc Mỹ."
Cụm di tích Đình - đền - chùa Cầu Muối có ảnh hưởng như thế nào đến cộng đồng địa phương?,"Cụm di tích Đình - đền - chùa Cầu Muối đã trở thành địa điểm sinh hoạt tín ngưỡng, du lịch tâm linh nổi tiếng, thu hút hàng triệu lượt du khách tham quan, chiếm bái, hòa mình vào không khí linh thiêng, cổ kính và in đậm giá trị văn hóa, tín ngưỡng của người dân địa phương."
Cụm di tích Đình - đền - chùa Cầu Muối tổ chức lễ hội vào ngày nào?,"Vào ngày mùng 4 tháng Giêng hàng năm, UBND huyện tổ chức Lễ hội để tuyên truyền, quảng bá các giá trị văn hóa, lịch sử của cụm di tích."
Chùa An Vinh có tên gọi khác là gì?,Chùa An Vinh có tên chữ là “An Vinh Thiền Tự“.
Chùa An Vinh được xây dựng từ khi nào?,Chùa An Vinh được khởi dựng vào đầu thế kỷ XVIII.
Chùa An Vinh xây dựng vào thời đại nào?,Chùa An Vinh được xây dựng vào triều vua Lê Dụ Tông.
Chùa An Vinh có kiến trúc gì đặc biệt?,"Chùa có kiến trúc chữ Đinh gồm tòa thiêu hương và tòa thượng điện. Tam quan chùa với ba cổng và 4 trụ biểu, có kì lân ngự trên, trạm khắc tùng, trúc, cúc, mai…"
Chùa An Vinh tổ chức lễ hội vào ngày nào?,"Chùa An Vinh tổ chức rất nhiều lễ hội như tổ chức lễ khai bút từ ngày 1 đến ngày 4 tháng giêng (âm lịch), lễ hiên Quan tích phúc (lễ Thượng Nguyên) cầu cho quốc thái dân an vào ngày 15/01 (âm lịch), ngày lễ Phật đản – ngày Phật Thích ca ra đời được tổ chức vào ngày 15/04 (âm lịch), lễ Địa quan xá tội (còn gọi là lễ Xá tội vong nhân) nhằm ngày 15/07 (âm lịch)."
Chùa An Vinh đã qua bao nhiêu lần tu sửa?,"Trải qua bao biến thiên, thăng trầm của lịch sử, chùa An Vinh đã nhiều lần được trùng tu, sửa chữa."
Diện tích của chùa An Vinh là bao nhiêu?,Chùa được dựng từ thế kỷ XVIII trong khuôn viên 1.000 m².
"Chùa An Vinh có những bảo vật, hiện vật quý giá nào?","Hiện nay, chùa An Vinh còn lưu giữ được khá nhiều di vật, cổ vật có giá trị, tiêu biểu là 12 pho tượng gỗ ở thượng điện bao gồm bộ Tam thế, bộ Bồ Tát, bộ Ngọc Hoàng và bộ Cửu Long. Chùa có hai tấm bia cổ có giá trị về mặt nghiên cứu lịch sử, mỹ thuật đó là tấm bia “Tạo tác hưng công bi ký” khắc vào ngày tốt, tháng tốt thuộc triều Lê năm Vĩnh Thịnh thứ 16 (năm 1720) đời vua Lê Dụ Tông và tấm bia “Trùng tu Bảo Phúc tự bi ký” khắc vào năm Bảo Thái thứ 8 (năm 1727). Ngoài ra, An Vinh Thiền Tự còn lưu giữ 2 quả chuông đồng, một chiếc khánh đồng và nhiều hoành phi, câu đối có giá trị lịch sử, nghệ thuật."
Chùa An Vinh tọa lạc tại vị trí nào?,"Chùa An Vinh tọa lạc trên một quả đồi lớn thuộc địa phận tổ 7, xã Hưng Thành, thành phố Tuyên Quang, cách trung tâm tỉnh Tuyên Quang khoảng 4,5km."
Chùa An Vinh thờ ai?,"Chùa còn có nhà tháp thờ Đức Tiền Sư, Thích Tâm Quang, Thích Thanh Tụng."
Chi tiết về các lần tu sửa?,"Sáng ngày 25 tháng Giêng năm Ất Mùi (15/03/2015) Đại lễ khởi công xây dựng ngôi Đại Hùng Bảo Điện và tổng thể chùa An Vinh đã được tổ chức long trọng, nhằm trùng tu, giữ gìn và khôi phục lại những giá trị đặc biệt của chùa."
"Chi tiết về các bảo vật, hiện vật?","Hiện nay, chùa An Vinh còn lưu giữ được khá nhiều di vật, cổ vật có giá trị, tiêu biểu là 12 pho tượng gỗ ở thượng điện bao gồm bộ Tam thế, bộ Bồ Tát, bộ Ngọc Hoàng và bộ Cửu Long. Chùa có hai tấm bia cổ có giá trị về mặt nghiên cứu lịch sử, mỹ thuật đó là tấm bia “Tạo tác hưng công bi ký” khắc vào ngày tốt, tháng tốt thuộc triều Lê năm Vĩnh Thịnh thứ 16 (năm 1720) đời vua Lê Dụ Tông và tấm bia “Trùng tu Bảo Phúc tự bi ký” khắc vào năm Bảo Thái thứ 8 (năm 1727) nội dung ghi tên những người góp công, góp của, công đức xây dựng và tu sửa chùa. Ngoài ra, An Vinh Thiền Tự còn lưu giữ 2 quả chuông đồng, một chiếc khánh đồng và nhiều hoành phi, câu đối có giá trị lịch sử, nghệ thuật. Quả chuông chùa An Vinh đúc năm Giáp Dần 1734 vào thời Lê, một chiếc khánh đồng đúc năm Cảnh Thịnh thứ 3 triều vua Nguyễn Quang Toản năm 1797, đều ghi tên những người đóng góp tiền của vào việc trùng tu chùa An Vinh."
Chi tiết về lễ hội chùa An Vinh?,"Hằng năm, chùa An Vinh tổ chức rất nhiều lễ hội như tổ chức lễ khai bút từ ngày 1 đến ngày 4 tháng giêng (âm lịch), lễ hiên Quan tích phúc (lễ Thượng Nguyên) cầu cho quốc thái dân an vào ngày 15/01 (âm lịch), ngày lễ Phật đản – ngày Phật Thích ca ra đời được tổ chức vào ngày 15/04 (âm lịch), lễ Địa quan xá tội (còn gọi là lễ Xá tội vong nhân) nhằm ngày 15/07 (âm lịch). Bên cạnh đó An Vinh Thiền Tự còn tổ chức hai ngày giỗ hai vị sư đã từng trụ trì tại chùa vào ngày 5-1 và ngày 14-1 (âm lịch) hàng năm."
Những vị nổi tiếng nào từng trụ trì tại chùa An Vinh?,An Vinh Thiền Tự còn tổ chức hai ngày giỗ hai vị sư đã từng trụ trì tại chùa vào ngày 5-1 và ngày 14-1 (âm lịch) hàng năm.
Chùa Bảo Ninh Sùng Phúc được xây dựng từ khi nào?,Chùa được xây dựng vào năm 1107 dưới thời vua Lý Nhân Tông.
Chùa Bảo Ninh Sùng Phúc xây dựng vào thời đại nào?,Chùa được xây dựng vào thời nhà Lý.
Chùa Bảo Ninh Sùng Phúc tổ chức lễ hội vào ngày nào?,Dịp lễ hội chùa vào tháng 4 âm lịch hàng năm.
Chùa Bảo Ninh Sùng Phúc đã qua bao nhiêu lần tu sửa?,"Chùa Bảo Ninh Sùng Phúc đã được trùng tu, tôn tạo nhiều lần."
Chùa Bảo Ninh Sùng Phúc tọa lạc tại vị trí nào?,"Chùa tọa lạc tại thôn Bảo Ninh, xã Yên Nguyên (Chiêm Hóa)."
Chùa Bảo Ninh Sùng Phúc thờ ai?,Đoạn văn không đề cập đến việc chùa thờ ai.
Chùa Bảo Ninh Sùng Phúc được xây dựng từ vật liệu nào?,Đoạn văn không đề cập đến vật liệu xây dựng chùa.
Những ngôi chùa nào đạt di tích lịch sử cấp quốc gia?,Chùa Bảo Ninh Sùng Phúc cùng với tấm bia được công nhận Bảo vật quốc gia.
Chi tiết về lễ hội chùa Bảo Ninh Sùng Phúc?,"Dịp lễ hội chùa vào tháng 4 âm lịch hàng năm. Bên cạnh phần nghi lễ trang nghiêm, phần hội được tổ chức với các hoạt động như biểu diễn văn nghệ, tổ chức giao lưu thi đấu thể thao và các trò chơi dân gian."
"Chi tiết về các bảo vật, hiện vật tại chùa Bảo Ninh Sùng Phúc?","Tại ngôi chùa này, hiện còn đang lưu giữ một Bảo vật quốc gia có ý nghĩa và giá trị lịch sử vô cùng to lớn đó là bia đá chùa Bảo Ninh Sùng Phúc, tài liệu thành văn cổ nhất phát hiện được trên đất Tuyên Quang và là một trong số rất ít các di vật thời Lý còn được nguyên vẹn cho tới ngày nay."
Chùa Hang có tên gọi khác là gì?,Chùa Hang còn được biết đến với tên gọi khác là chùa Hương Nghiêm.
Chùa Hang được xây dựng từ khi nào?,Chùa Hang Tuyên Quang được xây dựng từ thế kỷ XVI.
Chùa Hang xây dựng vào thời đại nào?,Chùa Hang Tuyên Quang được xây dựng dưới thời Mạc Đăng Doanh.
Chùa Hang có kiến trúc gì đặc biệt?,Điều làm nên sự đặc biệt của chùa Hang chính là vị trí nằm sâu trong một hang đá tự nhiên. Hai vòm mái đá rộng lớn cùng những nhũ đá rủ xuống tạo nên không gian thiêng liêng và huyền bí.
Chùa Hang tọa lạc tại vị trí nào?,"Chùa nằm trong quần thể di tích với Thành nhà Bầu và bến Bình Ca, thuộc thôn Phúc Lộc, xã An Khang, thành phố Tuyên Quang."
"Chùa Hang có những bảo vật, hiện vật quý giá nào?",Hệ thống tượng thờ và các đồ thờ cúng như hương án vẫn được bảo quản cẩn thận.
Chùa Hang đạt di tích lịch sử cấp nào?,Chùa được công nhận là di tích lịch sử cấp tỉnh.
Những sự kiện lịch sử quan trọng đã diễn ra tại chùa Hang?,"Địa điểm này từng là nơi cất giấu và lắp ráp hai chiếc máy bay đầu tiên của không quân Việt Nam, trước khi được chuyển đến sân bay Soi Đúng tại xã Vinh Quang, huyện Chiêm Hoá."
Chùa Phú Thị tọa lạc tại vị trí nào?,"Chùa Phú Thị nằm tại xã Chi Thiết, huyện Sơn Dương, tỉnh Tuyên Quang."
Chùa Phú Thị được xây dựng từ khi nào?,Chùa Phú Thị được xây dựng từ thế kỷ 12.
Chùa Phú Thị có kiến trúc gì đặc biệt?,"Chùa Phú Thị có kiến trúc độc đáo, được xây dựng theo phong cách truyền thống của đền chùa Việt Nam."
Chùa Phú Thị đạt di tích lịch sử cấp nào?,Chùa Phú Thị là một trong những di tích lịch sử văn hóa quan trọng của địa phương.
"Chùa Phú Thị có những gian, tòa nào?","Từ cổng chào đến nhà Tăng, tất cả đều được chăm sóc và bảo quản rất cẩn thận."
Chùa Phúc Lâm có tên gọi khác là gì?,Chùa Phúc Lâm còn được gọi là Phúc Lâm Tự.
Chùa Phúc Lâm có nghĩa là gì?,"Phúc Lâm có nghĩa là ban phúc, phúc lành cho núi rừng."
Chùa Phúc Lâm tọa lạc tại vị trí nào?,"Chùa Phúc Lâm nằm ở thôn Nà Tông, xã Thượng Lâm, huyện Lâm Bình."
Chùa Phúc Lâm được xây dựng từ vật liệu nào?,"Theo nghiên cứu, ngôi chùa cổ xưa kia được làm chủ yếu bằng gỗ."
Chùa Phúc Lâm thờ ai?,Chùa Phúc Lâm ngoài thờ phật còn thờ các vị thần bản địa.
"Chùa Phúc Lâm có những bảo vật, hiện vật quý giá nào?","Tại chùa Phúc Lâm đã phát hiện tổ hợp các mảnh tháp đất nung gồm: mái tháp, thân tháp, đế tháp và các mảng phù điêu trang trí kiến trúc với các chủ đề như: rồng, chim phượng hoàng, mảnh tháp có trang trí hình cánh sen cách điệu ở đế tháp. Các hiện vật còn được lưu giữ tại chùa như: Mảng trang trí vật liệu kiến trúc bằng đất nung, bình đồ kiến  trúc của ngôi chùa, các mảng tháp đất nung cùng hệ thống tượng thờ…"
Chùa Phúc Lâm được xây dựng từ khi nào?,"Theo những phế tích còn lại, chùa Phúc Lâm ra đời trong khoảng thời gian giữa thế kỷ XIII và XIV (dưới thời Trần)."
Chùa Phúc Lâm đạt di tích lịch sử cấp nào?,"Năm 2009, Bộ Văn hoá, thể thao và Du lịch đã xếp hạng chùa Phúc Lâm trở thành Di tích quốc gia."
Diện tích của chùa Phúc Lâm là bao nhiêu?,Khuôn viên chùa nằm trên gò đất rộng khoảng 600m2.
"Chùa Phúc Lâm có những gian, tòa nào?","Toà tiền đường có kích thước là 15m x 6m, đây là nơi để nhân dân địa phương tới hành lễ vào các ngày rằm và mùng một hàng tháng. Giữa gian tiền đường là nơi đặt hương án, phía sau nhang án là phật điện (Tòa Tam bảo). Tòa Tam bảo của chùa Phúc Lâm có bốn lớp tượng phật."
Chi tiết về các lần tu sửa?,"Năm 2012, UBND huyện Lâm Bình đã triển khai thực hiện dự án công trình tu bổ, phục hồi và phát huy giá trị truyền thống chùa Phúc Lâm. Năm 2013, công trình tu bổ, phục hồi và phát huy giá trị truyền thống chùa Phúc Lâm được hoàn thiện."
Chi tiết về lễ hội chùa Phúc Lâm?,"Hằng năm cứ vào dịp từ ngày 14 đến 15 tháng Giêng đầu năm mới nhân dân các dân tộc xã Thượng Lâm và huyện Lâm Bình cũng như du khách thập phương đã tập trung đi lễ cầu an, cầu phúc tại chùa Phúc Lâm. Chính quyền xã Thượng Lâm phối hợp với nhà chùa tổ chức Hội chùa Phúc Lâm gắn với Lễ hội Lồng tông và Ngày hội văn hóa các dân tộc."
Chùa Trùng Quang tọa lạc tại vị trí nào?,"Chùa Trùng Quang nằm trên địa phận tổ 2, phường Minh Xuân (thị xã Tuyên Quang)."
Diện tích của chùa Trùng Quang là bao nhiêu?,Chùa có khuôn viên rộng gần 1.000m2.
Chùa Trùng Quang có kiến trúc gì đặc biệt?,"Khởi nguyên chùa được xây dựng theo kiến trúc kiểu chữ đinh, mang phong cách của thời Nguyễn. Phía trước là cổng tam quan, gồm có không quan, trung quan và giả quan."
Chùa Trùng Quang đã qua bao nhiêu lần tu sửa?,Ngôi chùa đã qua nhiều lần trùng tu sửa chữa.
Chùa Trùng Quang đạt di tích lịch sử cấp nào?,"Ngày 19/11/2007, Uỷ ban nhân dân tỉnh đã xếp hạng di tích chùa Trùng Quang là di tích kiến trúc nghệ thuật cấp tỉnh."
Chùa Trùng Quang thờ ai?,"Gian bên trái của toà tiền đường là nơi thờ tượng Đức ông, gian bên phải thờ đức Thánh Tăng, giữa toà thượng điện là tam bảo trùng tâm của Phật điện."
Từng gian ở chùa Trùng Quang thờ ai?,"Gian bên trái của toà tiền đường là nơi thờ tượng Đức ông, gian bên phải thờ đức Thánh Tăng, giữa toà thượng điện là tam bảo trùng tâm của Phật điện."
"Chùa Trùng Quang có những gian, tòa nào?","Chùa có cổng tam quan (gồm không quan, trung quan và giả quan), toà tiền đường, toà thượng điện, toà thiêu hương."
Chùa Trùng Quang được xây dựng từ vật liệu nào?,Không có thông tin về vật liệu xây dựng trong đoạn văn.
Chùa Đại Bi tọa lạc tại vị trí nào?,"Chùa Đại Bi tọa lạc trên một quả đồi ở xóm Đô Thượng 4, xã Xuân Vân (Yên Sơn)."
Chùa Đại Bi có bao nhiêu năm tuổi?,Chùa Đại Bi đã có cách đây 893 năm đến 907 năm.
Chùa Đại Bi xây dựng vào thời đại nào?,Có thể chùa Đại Bi ra đời vào thời nhà Lý.
"Chùa Đại Bi có những gian, tòa nào?","Chùa Đại Bi có 2 gian nhà gỗ, lợp mái gianh, làm nơi thờ Phật và thờ Mẫu. Ngoài ra, ở lưng chừng đồi có hai miếu mang tên Tam vị Thánh ông và Địa Hoàng thiên."
Chùa Đại Bi thờ ai?,Chùa Đại Bi thờ Phật và thờ Mẫu.
Từng gian ở chùa Đại Bi thờ ai?,Hai gian nhà gỗ thờ Phật và thờ Mẫu. Miếu thờ Tam vị Thánh ông thờ 3 ông đã có công lớn trong chống giặc cờ đen.
Chi tiết về các lần tu sửa?,"Năm 1976, bà Kiệm đề nghị với chính quyền xã cho dựng lại chùa. Từ diện tích đất đồi bà Kiệm công đức, chùa Đại Bi dựng lên theo hướng Tây Nam với 2 gian nhà gỗ, lợp mái gianh, làm nơi thờ Phật và thờ Mẫu."
"Chi tiết về các bảo vật, hiện vật?","Chùa Đại Bi có quả chuông cổ được đúc vào thời nhà Lý, từ năm Nhâm Ngọ 1104 đến năm Canh Dần 1118. Năm 2010, chùa có thêm bức tượng Phật bà Quan âm, cao 3,6m."
Thiền viện Trúc Lâm Chính Pháp tọa lạc tại vị trí nào?,"Thiền viện Trúc Lâm Chính Pháp tọa lạc dưới chân núi Dùm, thuộc xã Tràng Đà (TP Tuyên Quang)."
Thiền viện Trúc Lâm Chính Pháp được xây dựng từ khi nào?,Thiền viện Trúc Lâm Chính Pháp chính thức đi vào xây dựng từ đầu năm 2019.
Diện tích của Thiền viện Trúc Lâm Chính Pháp là bao nhiêu?,Thiền viện Trúc Lâm Chính Pháp có diện tích quy hoạch trên 20 ha.
"Thiền viện Trúc Lâm Chính Pháp có những gian, tòa nào?","Thiền viện bao gồm nhiều hạng mục: Chánh điện, nhà tổ, nơi đặt tượng Phật, nhà kỷ niệm tôn sư - nhà tông môn Thiền phái Trúc Lâm. Cùng với đó là hàng loạt các hạng mục khác gồm: nhà khách ni - thư viện - phòng phát hành kinh sách, trai đường - giảng đường - nhà bếp, lầu chuông, lầu trống, thiền đường - phòng học kinh luận - vi tính, nội viện tăng - thiền đường tăng, thất trụ trì - phòng ban chức sự..."
Những ngôi chùa nào gần Thiền viện Trúc Lâm Chính Pháp?,"Du khách đến Thiền viện còn có thể kết hợp tham quan, vãn cảnh 3 ngôi đền linh thiêng, cổ kính gồm đền Mẫu Thượng, đền Cấm, đền Ghềnh Quýt."
Ai là người trụ trì Thiền viện Trúc Lâm Chính Pháp Tuyên Quang?,Đại đức Thích Trúc Thông Phổ là người trụ trì Thiền viện Trúc Lâm Chính Pháp Tuyên Quang.
Thiền viện Trúc Lâm Chính Pháp Tuyên Quang có kiến trúc gì đặc biệt?,"Nét độc đáo trong quần thể kiến trúc ở thiền viện đó là vừa giữ được nét cổ kính của những ngôi chùa truyền thống Việt Nam, lại vừa có những nét hiện đại với các khoảng không gian cao, rộng, thoáng, tạo sự thoải mái, dễ chịu cho du khách khi đến chiêm bái trong những dịp lễ, tết đông người."
Chi tiết về các hoạt động của Thiền viện Trúc Lâm Chính Pháp Tuyên Quang?,"Thiền viện không chỉ phục vụ các nhu cầu tâm linh, phục vụ nhu cầu tu tập của phật tử mà còn tổ chức các hoạt động khác như: Tổ chức các khóa tu vào mùa hè cho thanh thiếu nhi; hay tổ chức lễ Hằng Thuận (lễ cưới) cho các đôi bạn trẻ theo nghi thức của Phật giáo…"
Chi tiết về Pháp hội Trúc Lâm được tổ chức tại Thiền viện Trúc Lâm Chính Pháp Tuyên Quang?,"Pháp hội dự kiến diễn ra trong 3 ngày 24, 25, 26-2. Đây là dịp để các thiền viện thuộc thiền phái Trúc Lâm Việt Nam ở khu vực phía Bắc tụ hội về đây, để thỉnh các vị tôn thúc, chia sẻ các kinh nghiệm tu tập cho các thế hệ tăng, ni trẻ; ôn lịch sử truyền thống của thiền phái Trúc Lâm để các thế hệ tăng, ni sau này rút kinh nghiệm, tiếp nối và phát huy truyền thống tốt đẹp của thiền phái. Cũng trong khuôn khổ của Pháp hội sẽ diễn ra nhiều hoạt động ý nghĩa, trong đó có các hoạt động dành cho giới trẻ như: Hoạt động nói chuyện, chia sẻ về khởi nghiệp, hướng nghiệp của các phật tử là doanh nhân thành đạt và dự kiến làm lễ khởi động công trình tượng Phật Hoàng Trần Nhân Tông trên núi Dùm…"
Những ngôi chùa nào ở tỉnh Vĩnh Phúc?,Không có thông tin về các ngôi chùa ở tỉnh Vĩnh Phúc trong đoạn văn.
Đền Bách Thần thờ ai?,"Đền Bách Thần thờ trăm vị thần, là các anh hùng dân tộc, người có công với địa phương... Đền Bách Thần còn thờ Tam Quang là mặt trời, mặt trăng, các vì sao."
Đền Bách Thần tọa lạc tại vị trí nào?,"Đền Bách Thần được xây dựng trên sườn núi Bách Thần, thị trấn Vĩnh Lộc."
Đền Bách Thần gắn liền với lễ hội nào?,Đền Bách Thần gắn liền với Lễ hội Lồng tông của nhân dân các dân tộc huyện Chiêm Hóa.
Đền Bách Thần tổ chức lễ hội vào ngày nào?,"Hàng năm, ngày 8 tháng Giêng âm lịch, huyện Chiêm Hóa tổ chức Lễ hội Lồng tông (lễ hội xuống đồng). Đây cũng là ngày đại lễ của đền."
Những ngôi chùa nào đạt di tích lịch sử cấp quốc gia?,Không có thông tin về các ngôi chùa đạt di tích lịch sử cấp quốc gia trong đoạn văn.
