Question,Answer
Đền Đuổm có ảnh hưởng như thế nào đến cộng đồng địa phương?,"Đền Đuổm là một điểm sáng về du lịch của huyện Phú Lương và tỉnh Thái Nguyên. Hằng năm, huyện Phú Lương tổ chức Lễ hội đền Đuổm để tưởng nhớ công lao của Dương Tự Minh. Đền Đuổm là danh thắng hàng đầu của vùng đất trung du Thái Nguyên."
Cụm di tích Đình - đền - chùa Cầu Muối tọa lạc tại vị trí nào?,"Cụm di tích Đình - đền - chùa Cầu Muối tọa lạc tại trung tâm xóm Cầu Muối, huyện Phú Bình. Huyện Phú Bình nổi tiếng với nhiều lễ hội truyền thống và di tích lịch sử - văn hóa lâu đời. Cụm di tích này là nơi kết tinh nét đẹp văn hóa tín ngưỡng của cộng đồng dân cư."
Cụm di tích Đình - đền - chùa Cầu Muối được xây dựng từ khi nào?,"Cụm di tích Đình - đền - chùa Cầu Muối được xây dựng vào khoảng 300 năm trước, dưới thời Hậu Lê. Nằm ở xã Tân Thành, huyện Phú Bình. Cụm di tích này là một địa điểm sinh hoạt tín ngưỡng và du lịch tâm linh nổi tiếng."
Cụm di tích Đình - đền - chùa Cầu Muối xây dựng vào thời đại nào?,"Cụm di tích Đình - đền - chùa Cầu Muối được xây dựng vào khoảng 300 năm trước. Theo sử sách ghi chép lại, cụm di tích được xây dựng dưới thời Hậu Lê."
Cụm di tích Đình - đền - chùa Cầu Muối thờ ai?,"Đình Cầu Muối thờ Thành Hoàng Cao Sơn Quý Minh Đại Vương (tức Dương Tự Minh), một danh tướng thời nhà Lý. Ông đã có những đóng góp to lớn trong việc đánh đuổi giặc ngoại xâm. Cụm di tích Đình - đền - chùa Cầu Muối tọa lạc tại trung tâm xóm Cầu Muối, xã Tân Thành (Phú Bình)."
Từng gian ở Cụm di tích Đình - đền - chùa Cầu Muối thờ ai?,"Đình Cầu Muối là nơi thờ Thành Hoàng Cao Sơn Quý Minh Đại Vương (tức Dương Tự Minh), một danh tướng thời nhà Lý. Ông đã có những đóng góp to lớn trong việc đánh đuổi giặc ngoại xâm."
"Cụm di tích Đình - đền - chùa Cầu Muối có những gian, tòa nào?","Tôi xin lỗi, nhưng thông tin này không có trong văn bản. Văn bản chỉ đề cập đến Cụm di tích Đình - đền - chùa Cầu Muối nói chung. Nó không cung cấp thông tin chi tiết về các gian hoặc tòa cụ thể trong cụm di tích."
Chi tiết về các lần tu sửa của Cụm di tích Đình - đền - chùa Cầu Muối?,"Ban Quản lý Di tích đã đầu tư trên 3 tỷ đồng để sửa chữa, nâng cấp các tuyến đường giao thông đến Khu di tích, quán bán hàng phục vụ lễ hội và các công trình khác từ năm 2022 đến nay."
Những sự kiện lịch sử quan trọng đã diễn ra tại Cụm di tích Đình - đền - chùa Cầu Muối?,Cụm di tích Đình - đền - chùa Cầu Muối là nơi cất giấu lương thực của huyện Phú Bình vào năm 1951. Nơi đây cũng là nơi đóng quân của Đại đoàn 308 trong kháng chiến chống thực dân Pháp. Sư đoàn 304 cũng đã đóng quân tại đây trong kháng chiến chống đế quốc Mỹ.
Cụm di tích Đình - đền - chùa Cầu Muối có ảnh hưởng như thế nào đến cộng đồng địa phương?,"Cụm di tích Đình - đền - chùa Cầu Muối là nơi kết tinh nét đẹp văn hóa tín ngưỡng của cộng đồng dân cư. Đây là địa điểm sinh hoạt tín ngưỡng, du lịch tâm linh nổi tiếng. Hàng năm, dân làng Cầu Muối và du khách thập phương về đây thắp hương."
Cụm di tích Đình - đền - chùa Cầu Muối tổ chức lễ hội vào ngày nào?,"Cụm di tích Đình - đền - chùa Cầu Muối tổ chức lễ hội vào ngày mùng 4 tháng Giêng hàng năm. UBND huyện tổ chức lễ hội để tuyên truyền, quảng bá các giá trị văn hóa, lịch sử của cụm di tích. Ban Quản lý sẽ thực hiện nghi lễ rước kiệu, dâng hương, thỉnh chuông cầu an, cầu lộc."
Chùa An Vinh có tên gọi khác là gì?,"Chùa An Vinh còn được gọi là ""An Vinh Thiền Tự"". Đây là ngôi chùa lớn nhất ở thành phố Tuyên Quang. Chùa có kiến trúc chữ Đinh gồm tòa thiêu hương và tòa thượng điện."
Chùa An Vinh được xây dựng từ khi nào?,"Chùa An Vinh được khởi dựng vào đầu thế kỷ XVIII. ""Tạo tác hưng công bi ký"" (Bia ghi việc công đức xây dựng chùa) được tạc vào năm Vĩnh Thịnh thứ 16, triều vua Lê Dụ Tông (năm 1720). Chùa An Vinh có tên chữ là “An Vinh Thiền Tự“ và là ngôi chùa lớn nhất ở thành phố Tuyên Quang."
Chùa An Vinh xây dựng vào thời đại nào?,"Chùa An Vinh được khởi dựng vào đầu thế kỷ XVIII. ""Tạo tác hưng công bi ký” (Bia ghi việc công đức xây dựng chùa) được tạc vào năm Vĩnh Thịnh thứ 16, triều vua Lê Dụ Tông (năm 1720) cho biết điều này. Chùa An Vinh có tên chữ là “An Vinh Thiền Tự“."
Chùa An Vinh có kiến trúc gì đặc biệt?,"Chùa An Vinh có kiến trúc chữ Đinh gồm tòa thiêu hương và tòa thượng điện. Phía trước cổng chùa có bút tích câu đối cổ, với ý nghĩa ”Giáo lý của đức Phật nhờ ngày tháng mà lưu đến không cùng, trường tồn cùng non sông gấm vóc.” Tam quan chùa với ba cổng và 4 trụ biểu, có kì lân ngự trên, trạm khắc tùng, trúc, cúc, mai…"
Chùa An Vinh tổ chức lễ hội vào ngày nào?,"Chùa An Vinh tổ chức lễ khai bút từ ngày 1 đến ngày 4 tháng giêng (âm lịch). Chùa cũng tổ chức lễ hiên Quan tích phúc vào ngày 15/01 (âm lịch). Ngoài ra, chùa còn tổ chức ngày lễ Phật đản vào ngày 15/04 (âm lịch) và lễ Địa quan xá tội vào ngày 15/07 (âm lịch)."
Chùa An Vinh đã qua bao nhiêu lần tu sửa?,"Chùa An Vinh đã nhiều lần được trùng tu, sửa chữa qua các biến thiên của lịch sử. Vào thời Lê và triều vua Nguyễn Quang Toản, chùa đã được trùng tu. Điều này cho thấy chùa đã trải qua ít nhất hai lần tu sửa lớn."
Diện tích của chùa An Vinh là bao nhiêu?,Diện tích của chùa An Vinh là 1.000 m². Chùa được dựng từ thế kỷ XVIII. Chùa An Vinh là một di tích kiến trúc nghệ thuật có giá trị về lịch sử và mỹ thuật.
"Chùa An Vinh có những bảo vật, hiện vật quý giá nào?","Chùa An Vinh hiện đang lưu giữ 12 pho tượng gỗ ở thượng điện, bao gồm bộ Tam thế, bộ Bồ Tát, bộ Ngọc Hoàng và bộ Cửu Long. Chùa còn có hai tấm bia cổ có giá trị về mặt nghiên cứu lịch sử, mỹ thuật, đó là tấm bia “Tạo tác hưng công bi ký”. Ngoài ra, chùa còn có một chiếc khánh đồng đúc năm Cảnh Thịnh thứ 3 triều vua Nguyễn Quang Toản năm 1797."
Chùa An Vinh tọa lạc tại vị trí nào?,"Chùa An Vinh tọa lạc trên một quả đồi lớn thuộc địa phận tổ 7, xã Hưng Thành, thành phố Tuyên Quang. Chùa cách trung tâm tỉnh Tuyên Quang khoảng 4,5km. Đây là ngôi chùa lớn nhất ở thành phố Tuyên Quang."
Chùa An Vinh thờ ai?,"Chùa An Vinh có nhà tháp thờ Đức Tiền Sư, Thích Tâm Quang, Thích Thanh Tụng. Chùa còn là trụ sở của Ban Trị sự Giáo hội Phật giáo Việt Nam tỉnh Tuyên Quang. Hằng năm, chùa An Vinh tổ chức rất nhiều lễ hội."
Chi tiết về lễ hội chùa An Vinh?,"Hằng năm, chùa An Vinh tổ chức rất nhiều lễ hội. Chùa tổ chức lễ khai bút từ ngày 1 đến ngày 4 tháng giêng (âm lịch). Chùa cũng tổ chức lễ hiên Quan tích phúc (lễ Thượng Nguyên) cầu cho quốc thái dân an vào tháng giêng."
Những vị nổi tiếng nào từng trụ trì tại chùa An Vinh?,"Chùa An Vinh có nhà tháp thờ Đức Tiền Sư, Thích Tâm Quang, Thích Thanh Tụng. Hiện nay chùa An Vinh là trụ sở của Ban Trị sự Giáo hội Phật giáo Việt Nam tỉnh Tuyên Quang. Không có thông tin nào khác về những vị trụ trì nổi tiếng khác được đề cập trong đoạn văn."
Chùa Bảo Ninh Sùng Phúc được xây dựng từ khi nào?,"Chùa Bảo Ninh Sùng Phúc được xây dựng vào năm 1107 dưới thời vua Lý Nhân Tông. Chùa tọa lạc tại thôn Bảo Ninh, xã Yên Nguyên, huyện Chiêm Hóa, tỉnh Tuyên Quang. Đây là ngôi chùa cổ nhất hiện ở Tuyên Quang, là nơi còn lưu giữ được tấm bia quý giá từ thời Lý."
Chùa Bảo Ninh Sùng Phúc xây dựng vào thời đại nào?,"Chùa Bảo Ninh Sùng Phúc được xây dựng vào năm 1107 dưới thời vua Lý Nhân Tông. Chùa là ngôi chùa cổ nhất hiện ở Tuyên Quang. Chùa tọa lạc tại thôn Bảo Ninh, xã Yên Nguyên (Chiêm Hóa)."
Chùa Bảo Ninh Sùng Phúc tổ chức lễ hội vào ngày nào?,"Lễ hội chùa Sùng Phúc được tổ chức vào ngày 15 đến hết ngày 16 tháng Giêng âm lịch hằng năm. Lễ hội thu hút đông đảo nhân dân địa phương trong tỉnh và du khách thập phương. Mọi người nô nức du xuân, trẩy hội."
Chùa Bảo Ninh Sùng Phúc đã qua bao nhiêu lần tu sửa?,Thông tin được cung cấp không đề cập đến số lần tu sửa của chùa Bảo Ninh Sùng Phúc. Văn bản chỉ đề cập đến việc chùa được xây dựng vào năm 1107 và gắn bó với mảnh đất Yên Nguyên gần 1.000 năm qua.
Chùa Bảo Ninh Sùng Phúc tọa lạc tại vị trí nào?,"Chùa Bảo Ninh Sùng Phúc tọa lạc tại thôn Bảo Ninh, xã Yên Nguyên, huyện Chiêm Hóa, tỉnh Tuyên Quang. Chùa được xây dựng ở nơi địa thế cao ráo, xung quanh cây cối tươi tốt. Điều này tạo nên một bầu không khí thanh bình và trang nghiêm."
Chùa Bảo Ninh Sùng Phúc thờ ai?,Chùa Bảo Ninh Sùng Phúc thờ Quan Âm Bồ tát ở hậu cung. Bên ngoài chùa thờ Thiên vương đại thần. Bên trái chùa thờ Thành hoàng Nguyễn Thành Vương.
Chùa Bảo Ninh Sùng Phúc được xây dựng từ vật liệu nào?,"Tôi xin lỗi, thông tin này không có trong tài liệu. Tài liệu chỉ cung cấp thông tin về năm xây dựng và vị trí của chùa."
Chi tiết về lễ hội chùa Bảo Ninh Sùng Phúc?,"Lễ hội chùa Sùng Phúc được tổ chức vào ngày 15 đến hết ngày 16 tháng Giêng âm lịch hằng năm. Lễ hội thu hút đông đảo nhân dân địa phương trong tỉnh và du khách thập phương. Mọi người nô nức du xuân, trẩy hội."
"Chi tiết về các bảo vật, hiện vật tại chùa Bảo Ninh Sùng Phúc?","Chùa Bảo Ninh Sùng Phúc hiện đang lưu giữ một Bảo vật quốc gia có ý nghĩa và giá trị lịch sử vô cùng to lớn, đó là bia đá chùa Bảo Ninh Sùng Phúc, tài liệu thành văn cổ nhất phát hiện được trên đất Tuyên Quang và là một trong số rất ít các di vật thời Lý còn được nguyên vẹn. Hiện nay, bên cạnh tấm bia cổ có thêm tấm bia mới, nội dung văn bia chính là nội dung tấm bia cổ được dịch ra chữ quốc ngữ để tiện cho du khách tham quan, tìm hiểu. Trải qua thăng trầm của nghìn năm lịch sử, chùa Bảo Ninh Sùng Phúc đã được trùng tu, tôn tạo nhiều lần nhưng nền chùa xưa vẫn còn đó cùng với những cổ vật quý giá còn sót lại đã trở thành tư liệu quan trọng để các nhà nghiên cứu tìm hiểu."
"Chùa Hang có những bảo vật, hiện vật quý giá nào?","Chùa Hang còn lưu giữ cây Y Lan trăm năm tuổi, được công nhận là cây di sản Việt Nam năm 2017. Du khách có thể chiêm ngưỡng vẻ đẹp thiên nhiên từ bất kỳ cửa hang nào của ngôi chùa đặc biệt này. Chùa Hang là điểm đến văn hóa, tâm linh độc đáo, nơi giao thoa giữa kiến trúc tôn giáo và vẻ đẹp thiên nhiên."
Chùa Hang đạt di tích lịch sử cấp nào?,"Chùa Hang Tuyên Quang được Bộ Văn hóa, Thể thao và Du lịch công nhận là Di tích lịch sử cấp quốc gia năm 2015. Chùa Hang Đồng Hỷ được tỉnh Thái Nguyên công nhận là Di tích Lịch sử - Văn hóa, Danh lam thắng cảnh cấp Quốc gia vào ngày 26/2/1999."
Chùa Phú Thị tọa lạc tại vị trí nào?,"Chùa Phú Thị nằm tại xã Chi Thiết, huyện Sơn Dương, tỉnh Tuyên Quang. Đây là một trong những di tích lịch sử văn hóa quan trọng của địa phương. Chùa được xây dựng từ thế kỷ 12."
Chùa Phú Thị được xây dựng từ khi nào?,Chùa Phú Thị được xây dựng từ thế kỷ 12. Đây là một trong những di tích lịch sử văn hóa quan trọng của tỉnh Tuyên Quang. Chùa được xây dựng theo phong cách truyền thống của đền chùa Việt Nam.
Chùa Phú Thị có kiến trúc gì đặc biệt?,"Chùa Phú Thị có kiến trúc độc đáo, được xây dựng theo phong cách truyền thống của đền chùa Việt Nam. Chùa được xây dựng dựa theo kiến trúc đặc trưng của thời Lý, từ kết cấu, mái ngói, đến đường nét, hoa văn rồng, phượng, mây, sóng, hoa sen, hoa cúc,… được chạm trổ cầu kỳ, tinh xảo. Việc sống chung hài hòa giữa thiên nhiên và kiến trúc tôn giáo đã tạo nên không gian yên bình và thanh tịnh tại đây."
Chùa Phú Thị đạt di tích lịch sử cấp nào?,"Chùa Phú Thị là một trong những di tích lịch sử văn hóa quan trọng của địa phương. Chùa Phú Thị có kiến trúc độc đáo, được xây dựng theo phong cách truyền thống của đền chùa Việt Nam. Từ cổng chào đến nhà Tăng, tất cả đều được chăm sóc và bảo quản rất cẩn thận."
"Chùa Phú Thị có những gian, tòa nào?","Chùa Phú Thị có nhà Tăng, gian chính điện (hậu cung) và gian thờ tượng. Gian chính điện là nơi dùng để cúng tế với các lễ thức trang trọng. Ngoài ra, chùa còn có bệ thờ các pho tượng có hình dáng đang ngồi thiền."
Chùa Phúc Lâm có tên gọi khác là gì?,"Chùa Phúc Lâm còn được gọi là Phúc Lâm Tự. Tên gọi này có nghĩa là ban phúc, phúc lành cho núi rừng."
Chùa Phúc Lâm có nghĩa là gì?,"Chùa Phúc Lâm có nghĩa là ban phúc, phúc lành cho núi rừng. Tên đầy đủ của chùa là Phúc Lâm Cổ Tự. Ngôi chùa này tọa lạc trên một gò đất cao, rộng và bằng phẳng, quay theo hướng Tây Nam nhìn ra cánh đồng bản Nà Tông."
Chùa Phúc Lâm tọa lạc tại vị trí nào?,"Chùa Phúc Lâm nằm ở thôn Nà Tông, xã Thượng Lâm, huyện Lâm Bình. Chùa tọa lạc trên một khu đất cao, rộng, thoáng đãng và bằng phẳng dưới chân núi. Mặt tiền của chùa nhìn ra cánh đồng bản Nà Tông."
Chùa Phúc Lâm được xây dựng từ vật liệu nào?,"Ngôi chùa cổ xưa kia được làm chủ yếu bằng gỗ, khá phổ biến ở những ngôi chùa làng vùng Trung du Bắc bộ. Năm 2012, chùa được dựng bằng gỗ ở chính vị trí chính giữa tòa Tam bảo của ngôi chùa xưa. Kiến trúc hình chữ Nhất theo phong cách kiến trúc cổ Việt Nam."
Chùa Phúc Lâm thờ ai?,"Chùa Phúc Lâm ngoài thờ phật còn thờ các vị thần bản địa, gắn bó trực. Ngôi chùa có lịch sử lâu đời, đã trở nên quen thuộc và gần gũi với mọi thế hệ người dân. Mặc dù là một ngôi chùa nhỏ, nhưng Phúc Lâm ẩn chứa các dấu tích của một nền văn hoá xưa đầy tự hào."
"Chùa Phúc Lâm có những bảo vật, hiện vật quý giá nào?","Chùa Phúc Lâm có hơn một chục bức tượng thờ cùng các hiện vật có giá trị khác. Đây là những hiện vật đã tồn tại hàng trăm năm nay. Các hiện vật được tạo dáng hình khoẻ khoắn, đường nét điêu khắc rõ ràng."
Chùa Phúc Lâm được xây dựng từ khi nào?,"Chùa Phúc Lâm ra đời vào khoảng giữa thế kỷ XIII. Ngôi chùa có lịch sử lâu đời và quen thuộc với người dân trong và ngoài huyện. Việc tồn tại ngôi chùa Phúc Lâm qua nhiều thế kỷ, chứng tỏ rằng, dưới triều đại nhà Trần, kinh tế, văn hoá ở mảnh đất này phát triển."
Chùa Phúc Lâm đạt di tích lịch sử cấp nào?,"Năm 2009, Bộ Văn hoá, Thể thao và Du lịch đã xếp hạng chùa Phúc Lâm trở thành Di tích quốc gia. Đây là niềm tự hào của người dân địa phương. Điều này cũng đặt ra trách nhiệm cho chính quyền và nhân dân địa phương trong việc gìn giữ và bảo tồn di tích văn hoá cấp Quốc gia đối với chùa Phúc Lâm."
Diện tích của chùa Phúc Lâm là bao nhiêu?,"Khuôn viên chùa nằm trên gò đất rộng khoảng 600m2. Chùa Phúc Lâm ngoài thờ phật còn thờ các vị thần bản địa, gắn bó trực. Chùa Phúc Lâm tọa lạc trên một khu đất cao, rộng, thoáng đãng và bằng phẳng dưới chân núi, chùa dựng theo hướng Tây - Nam, mặt tiền nhìn ra cánh đồng bản Nà Tông, xa hơn nữa là các dãy núi trùng điệp, mây trắng bao phủ quanh năm gắn liền với huyền thoại 99 ngọn núi cùng “đàn Phượng Hoàng đi tìm đất làm kinh đô”."
"Chùa Phúc Lâm có những gian, tòa nào?","Tôi xin lỗi, đoạn văn không cung cấp thông tin về các gian và tòa của Chùa Phúc Lâm."
Chi tiết về lễ hội chùa Phúc Lâm?,"Hằng năm, từ ngày 14 đến 15 tháng Giêng, người dân và du khách tập trung tại chùa Phúc Lâm để cầu an và cầu phúc. Chính quyền xã Thượng Lâm phối hợp với nhà chùa tổ chức Hội chùa Phúc Lâm gắn với Lễ hội Lồng tông và Ngày hội văn hóa các dân tộc. Chùa Phúc Lâm nằm ở thôn Nà Tông, xã Thượng Lâm, huyện Lâm Bình."
Chùa Trùng Quang tọa lạc tại vị trí nào?,"Chùa Trùng Quang nằm trên địa phận tổ 2, phường Minh Xuân, thị xã Tuyên Quang. Chùa có khuôn viên rộng gần 1.000m2. Chùa tọa lạc trên một khu đất cao, rộng và thoáng."
Diện tích của chùa Trùng Quang là bao nhiêu?,"Chùa Trùng Quang có khuôn viên rộng gần 1.000m2. Chùa tọa lạc trên một khu đất cao, rộng và thoáng. Ngày 19/11/2007, Uỷ ban nhân dân tỉnh đã xếp hạng di tích chùa Trùng Quang là di tích kiến trúc nghệ thuật cấp tỉnh."
Chùa Trùng Quang có kiến trúc gì đặc biệt?,"Chùa Trùng Quang có khuôn viên rộng gần 1.000m2, tọa lạc trên một khu đất cao, rộng và thoáng, thế đất lành theo thuyết phong thuỷ “tiền minh đường, hữu hậu chẩm”. Ngày 19/11/2007, Uỷ ban nhân dân tỉnh đã xếp hạng di tích chùa Trùng Quang là di tích kiến trúc nghệ thuật cấp tỉnh."
Chùa Trùng Quang đã qua bao nhiêu lần tu sửa?,"Thông tin trong đoạn văn không đề cập đến số lần tu sửa của chùa Trùng Quang. Đoạn văn chỉ giới thiệu về vị trí địa lý, kiến trúc và việc xếp hạng di tích của chùa."
Chùa Trùng Quang đạt di tích lịch sử cấp nào?,Chùa Trùng Quang được Uỷ ban nhân dân tỉnh xếp hạng di tích kiến trúc nghệ thuật cấp tỉnh vào ngày 19/11/2007.
Chùa Trùng Quang thờ ai?,"Tôi xin lỗi, thông tin được cung cấp không đề cập đến việc chùa Trùng Quang thờ ai."
Từng gian ở chùa Trùng Quang thờ ai?,"Tôi xin lỗi, đoạn văn bản được cung cấp không có thông tin về việc từng gian ở chùa Trùng Quang thờ ai."
"Chùa Trùng Quang có những gian, tòa nào?","Chùa Trùng Quang có các tòa thượng điện, thiêu hương, tiền đường, hậu đường, tam quan. Chùa Trùng Quang nằm trên địa phận tổ 2, phường Minh Xuân, thị xã Tuyên Quang. Chùa được xếp hạng di tích kiến trúc nghệ thuật cấp tỉnh vào ngày 19/11/2007."
Chùa Trùng Quang được xây dựng từ vật liệu nào?,"Tôi xin lỗi, thông tin được cung cấp không đề cập đến vật liệu xây dựng của chùa Trùng Quang."
Chùa Đại Bi thờ ai?,"Chùa Đại Bi là một ngôi chùa cổ do Chiêu Văn Vương Trần Nhật Duật và cháu gái xây dựng. Mỗi năm, chùa Đại Bi có hàng nghìn lượt du khách thập phương đến dâng hương. Đến với nơi đây du khách sẽ được chứng kiến những màn hầu đồng kì bí, một nghi lễ tín ngưỡng nổi bật của đạo Mẫu."
Thiền viện Trúc Lâm Chính Pháp tọa lạc tại vị trí nào?,"Thiền viện Trúc Lâm Chính Pháp tọa lạc dưới chân núi Dùm, thuộc xã Tràng Đà, TP Tuyên Quang. Thiền viện Trúc Lâm Chính pháp Tuyên Quang được xây dựng tại xã Tràng Đà (TP Tuyên Quang). Nơi đây có vị trí, cảnh quan thiên nhiên ""sơn thủy hữu tình"", thơ mộng và hùng vĩ."
Thiền viện Trúc Lâm Chính Pháp được xây dựng từ khi nào?,"Thiền viện Trúc Lâm Chính Pháp Tuyên Quang chính thức được xây dựng từ năm 2019. Thiền viện tọa lạc tại xã Tràng Đà, TP Tuyên Quang. Sau lễ đặt đá diễn ra từ năm 2013, đến đầu năm 2019, Thiền viện mới chính thức đi vào xây dựng."
Diện tích của Thiền viện Trúc Lâm Chính Pháp là bao nhiêu?,"Thiền viện Trúc Lâm Chính Pháp có diện tích quy hoạch trên 20 ha. Công trình được xây dựng từ đầu năm 2019. Thiền viện bao gồm nhiều hạng mục như chánh điện, nhà tổ, nơi đặt tượng Phật, nhà kỷ niệm tôn sư - nhà tông môn Thiền phái Trúc Lâm."
"Thiền viện Trúc Lâm Chính Pháp có những gian, tòa nào?","Thiền viện Trúc Lâm Chính Pháp bao gồm nhiều hạng mục như Chánh điện, nhà tổ, nơi đặt tượng Phật, nhà kỷ niệm tôn sư, nhà tông môn Thiền phái Trúc Lâm. Ngoài ra, còn có nhà khách ni, thư viện, phòng phát hành kinh sách, trai đường, giảng đường, nhà bếp, lầu chuông, lầu trống, thiền đường, phòng học kinh luận, vi tính, nội viện tăng, thiền đường tăng, thất trụ trì, phòng ban chức sự. Trong chính điện thờ tượng Phật tổ, bên trái là lầu chuông, bên phải là lầu trống, ở giữa là 3 tượng Phật lớn."
Những ngôi chùa nào gần Thiền viện Trúc Lâm Chính Pháp?,"Thiền viện Trúc Lâm Chính Pháp Tuyên Quang nằm ở xã Tràng Đà, TP Tuyên Quang. Một ngôi chùa khác là Thiền viện Trúc Lâm Tây Thiên. Tôi không có thông tin về những ngôi chùa khác gần Thiền viện Trúc Lâm Chính Pháp."
Ai là người trụ trì Thiền viện Trúc Lâm Chính Pháp Tuyên Quang?,"Đại đức là người trụ trì Thiền viện Trúc Lâm Chính Pháp Tuyên Quang. Thiền viện Trúc Lâm Chính Pháp Tuyên Quang được xây dựng từ năm 2019. Thiền viện nằm ở xã Tràng Đà, TP Tuyên Quang."
Thiền viện Trúc Lâm Chính Pháp Tuyên Quang có kiến trúc gì đặc biệt?,"Thiền viện Trúc Lâm Chính Pháp Tuyên Quang có kiến trúc mang tính truyền thống hài hoà với hiện đại. Công trình có diện tích quy hoạch trên 20 ha và bao gồm nhiều hạng mục như Chánh điện, nhà tổ, nơi đặt tượng Phật, nhà kỷ niệm tôn sư - nhà tông môn Thiền phái Trúc Lâm. Qua Tam Quan, du khách còn phải bước lên vài chục bậc đá nữa, tới một sân hẹp, rồi mới lên chính điện."
Chi tiết về các hoạt động của Thiền viện Trúc Lâm Chính Pháp Tuyên Quang?,"Thiền viện Trúc Lâm Chính Pháp Tuyên Quang thu hút đông đảo nhân dân, du khách thập phương đến tham quan, chiêm bái và tu tập. Thiền viện tổ chức các hoạt động ý nghĩa và Pháp hội có quy mô lớn. Trong khuôn khổ Pháp hội có các hoạt động dành cho giới trẻ như nói chuyện, chia sẻ về khởi nghiệp, hướng nghiệp của các phật tử là doanh nhân thành đạt và dự kiến làm lễ khởi động công trình tượng Phật Hoàng Trần Nhân Tông trên núi Dùm."
Đền Bách Thần thờ ai?,"Đền Bách Thần thờ trăm vị thần, là các anh hùng dân tộc, người có công với địa phương. Đền còn thờ Tam Quang là mặt trời, mặt trăng, các vì sao, đem đến sự sống cho con người."
Đền Bách Thần tọa lạc tại vị trí nào?,"Đền Bách Thần tọa lạc trên sườn núi Bách Thần, thị trấn Vĩnh Lộc. Đền nằm ở lưng chừng núi với khí hậu mát mẻ. Du khách có thể chiêm ngưỡng cảnh đẹp từ đền."
Đền Bách Thần gắn liền với lễ hội nào?,"Đền Bách Thần gắn liền với Lễ hội Lồng tông của nhân dân các dân tộc huyện Chiêm Hóa. Hàng năm, ngày 8 tháng Giêng âm lịch, huyện Chiêm Hóa tổ chức lễ hội này. Đây cũng là ngày đại lễ của đền."
Đền Bách Thần tổ chức lễ hội vào ngày nào?,Đền Bách Thần tổ chức lễ hội Lồng tông vào ngày 8 tháng Giêng âm lịch hàng năm. Đây cũng là ngày đại lễ của đền.
Đền Bắc Mục tọa lạc tại vị trí nào?,"Đền Bắc Mục tọa lạc tại tổ dân phố Bắc Mục, thị trấn Tân Yên, huyện Hàm Yên, tỉnh Tuyên Quang. Đền nằm trên gò đất ngã ba sông Lô với ngòi Mục, cách cầu Bắc Mục 30 mét. Đền soi bóng bên bờ sông Lô."
Đền Bắc Mục cách cầu Bắc Mục bao xa?,Đền Bắc Mục cách cầu Bắc Mục 30 mét. Đền nằm sát bờ sông Lô trên địa bàn tổ dân phố Bắc Mục. Đền là di tích văn hóa lịch sử lâu đời của huyện Hàm Yên.
Đền Bắc Mục được thành lập khi nào?,"Đền Bắc Mục được thành lập vào năm 1738, triều vua Vĩnh Hựu. Đền được xây dựng để thờ vị anh hùng dân tộc Trần Hưng Đạo. Đền cũng là nơi bái vọng thánh mẫu theo truyền thuyết từ thời đại Hùng Vương."
Đền Bắc Mục có bao nhiêu năm tuổi?,"Đền Bắc Mục được thành lập vào năm 1738. Như vậy, đền Bắc Mục có tuổi đời gần 300 năm. Đền được xây dựng để thờ vị anh hùng dân tộc Trần Hưng Đạo."
Đền Bắc Mục thờ ai?,Đền Bắc Mục thờ vị anh hùng dân tộc Trần Hưng Đạo và Bà Chúa Thượng Ngàn. Bà Chúa Thượng Ngàn là một trong ba vị Tam tòa Thánh Mẫu trong tín ngưỡng thờ Mẫu của người Việt Nam. Mẫu Thượng Ngàn cai quản miền rừng núi.
Đền Bắc Mục thờ ai theo truyền thuyết từ thời đại Hùng Vương?,"Đền Bắc Mục là nơi bái vọng thánh mẫu theo truyền thuyết từ thời đại Hùng Vương. Đền thờ Bà Chúa Thượng Ngàn, một trong ba vị Tam tòa Thánh Mẫu trong tín ngưỡng thờ Mẫu của người Việt Nam. Mẫu Thượng Ngàn cai quản miền rừng núi."
Đền Bắc Mục đạt di tích lịch sử cấp nào?,Đền Bắc Mục là di tích văn hóa lịch sử lâu đời của huyện Hàm Yên. Đền Bắc Mục nói lên dấu tích lịch sử văn hóa cùng hình bóng con người và thiên nhiên ở một vùng quê phía bắc phố huyện Hàm Yên. Không có thông tin nào trong đoạn văn cho biết đền Bắc Mục được xếp hạng di tích lịch sử cấp nào.
Đền Cấm Tuyên Quang thờ ai?,"Đền Cấm Tuyên Quang thờ Bà Chúa Thượng Ngàn và Thần Xà. Đây là những vị thần bảo hộ mang đến bình an, ấm no và hạnh phúc cho người dân. Người dân tìm đến đây để dâng lễ lên Bà Chúa Cấm cầu mong cuộc sống bình yên, sức khỏe, tài lộc."
Đền Cấm Tuyên Quang được xây dựng từ khi nào?,Đền Cấm Tuyên Quang được xây dựng từ thế kỷ XIX. Đền thờ Thánh Mẫu Thượng Ngàn. Đền đã được xếp hạng là Di tích lịch sử văn hóa cấp tỉnh vào năm 2007.
